Fund Code,Date,Cash Flow,Expenses,ROC,Dist. Sub. To Recall,Income,Growth,Book,NAV,Commitment,Qtr Valuation,Notes,Type
LHGP012015BG,6/2/16,-3233,-3233,,,, $-   , $-   , $-   ,-3233,,,Operating Expenses
LHGP012015BG,6/2/16,-4373,-4373,,,, $-   , $-   , $-   ,-4373,,,Q2 Management Fees Net of Fee Waiver and Offsets
LHGP012015BG,6/2/16,395,,,,, $-   ,-395,-395, $-   ,,,Distribution
LHGP012015BG,6/28/16,16504,,,,, $-   ,-16504,-16504, $-   ,,,Distribution
LHGP012015BG,6/30/16,,,,,,23087, $-   ,23087, $-   ,451429,,NAV
LHGP012015BG,8/18/16,-5566,,,,, $-   ,5566,5566,-5566,,,Investments
LHGP012015BG,8/18/16,-7181,-7181,,,, $-   , $-   , $-   ,-7181,,,Fees
LHGP012015BG,8/18/16,1595,,,,, $-   ,-1595,-1595, $-   ,,,Distribution
LHGP012015BG,9/30/16,,,,,,23961, $-   ,23961, $-   ,479362,,NAV
LHGP012015BG,11/14/16,-58415,,,,, $-   ,58415,58415,-58415,,,Investments
LHGP012015BG,11/14/16,-10222,-10222,,,, $-   , $-   , $-   ,-10222,,,Fees
LHGP012015BG,12/30/16,150025,,,,, $-   ,-150025,-150025, $-   ,,,Distribution
LHGP012015BG,12/30/16,-40979,,,,, $-   ,40979,40979,-40979,,,Investments
LHGP012015BG,12/30/16,-2895,-2895,,,, $-   , $-   , $-   ,-2895,,,Fees
LHGP012015BG,12/31/16,,,,,,103058, $-   ,103058, $-   ,531790,,NAV
LHGP012015BG,3/30/17,,,,,, $-   , $-   , $-   , $-   ,,,NAV
LHGP012015BG,4/14/17,103159,,,,, $-   ,-103159,-103159, $-   ,,,Distribution
LHGP012015BG,4/14/17,29909,,29909,,, $-   ,-29909,-29909, $-   ,,,Return of Capital
LHGP012015BG,4/14/17,-45860,,,,, $-   ,45860,45860,-45860,,,Investments
LHGP012015BG,4/14/17,-12947,-12947,,,, $-   , $-   , $-   ,-12947,,,Fee Reconcile Plug
LHGP012015BG,6/30/17,,,,,,140460, $-   ,140460, $-   ,585042,,NAV
LHGP012015BG,7/5/17,-135044,,,,, $-   ,135044,135044,-135044,,,Investments
LHGP012015BG,7/5/17,-7582,-7582,,,, $-   , $-   , $-   ,-7582,,,Fees
LHGP012015BG,7/5/17,7077,,7077,,, $-   ,-7077,-7077, $-   ,,,Return of Capital
LHGP012015BG,7/5/17,17732,,,,, $-   ,-17732,-17732, $-   ,,,Distribution
LHGP012015BG,7/21/17,11446,,11446,,, $-   ,-11446,-11446, $-   ,,,Return of Capital
LHGP012015BG,7/21/17,54362,,,,, $-   ,-54362,-54362, $-   ,,,Distribution
LHGP012015BG,9/8/17,61327,,61327,,, $-   ,-61327,-61327, $-   ,,,Return of Capital
LHGP012015BG,9/8/17,138761,,,,, $-   ,-138761,-138761, $-   ,,,Distribution
LHGP012015BG,9/8/17,-2031,-2031,,,, $-   , $-   , $-   ,-2031,,,Fees
LHGP012015BG,9/29/17,47375,,,,, $-   ,-47375,-47375, $-   ,,,Return of Capital
LHGP012015BG,9/29/17,47375,,,,, $-   ,-47375,-47375, $-   ,,,Distribution
LHGP012015BG,9/29/17,12723,,,,, $-   ,-12723,-12723, $-   ,,,Distribution
LHGP012015BG,9/29/17,-39389,,,,, $-   ,39389,39389,-39389,,,Investments
LHGP012015BG,9/29/17,-6229,-6229,,,, $-   , $-   , $-   ,-6229,,,Fees
LHGP012015BG,9/30/17,,,,,,35724, $-   ,35724, $-   ,397021,,NAV
LHGP012015BG,12/11/17,32660,,32660,,, $-   ,-32660,-32660, $-   ,,,Return of Capital
LHGP012015BG,12/11/17,36323,,,,, $-   ,-36323,-36323, $-   ,,,Distribution
LHGP012015BG,12/11/17,-27927,,,,, $-   ,27927,27927,-27927,,,Investments
LHGP012015BG,12/11/17,-589,-589,,,, $-   , $-   , $-   ,-589,,,Fees
LHGP012015BG,2/28/18,-54367,,,,, $-   ,54367,54367,-54367,,,Investments
LHGP012015BG,2/28/18,-8140,-8140,,,, $-   , $-   , $-   ,-8140,,,Fees
BCMZ022013BG,11/1/13,,,,,,,,,2000000,,,
BCMZ022013BG,11/26/13,-40000,,,,, $-   ,40000,40000,-40000,,,
BCMZ022013BG,12/20/13,-60000,,,,, $-   ,60000,60000,-60000,,,
BCMZ022013BG,12/31/13,,,,,,-767, $-   ,-767, $-   ,99233,,
BCMZ022013BG,1/3/14,-80000,,,,, $-   ,80000,80000,-80000,,,
BCMZ022013BG,2/4/14,-40000,,,,, $-   ,40000,40000,-40000,,,
BCMZ022013BG,2/27/14,-40000,,,,, $-   ,40000,40000,-40000,,,
BCMZ022013BG,3/31/14,,,,,,5783, $-   ,5783, $-   ,265017,,
BCMZ022013BG,5/20/14,-60000,,,,, $-   ,60000,60000,-60000,,,
BCMZ022013BG,6/30/14,,,,,,8192, $-   ,8192, $-   ,333208,,
BCMZ022013BG,7/15/14,-40000,,,,, $-   ,40000,40000,-40000,,,
BCMZ022013BG,7/24/14,-130000,,,,, $-   ,130000,130000,-130000,,,
BCMZ022013BG,9/24/14,-40000,,,,, $-   ,40000,40000,-40000,,,
BCMZ022013BG,9/30/14,,,,,,9006, $-   ,9006, $-   ,552215,,
BCMZ022013BG,10/3/14,-50000,,,,, $-   ,50000,50000,-50000,,,
BCMZ022013BG,12/29/14,-60000,,,,, $-   ,60000,60000,-60000,,,
BCMZ022013BG,12/31/14,,,,,,9239, $-   ,9239, $-   ,671454,,
BCMZ022013BG,1/16/15,26423,,,,, $-   ,-26423,-26423, $-   ,,,
BCMZ022013BG,2/5/15,-80000,,,,, $-   ,80000,80000,-80000,,,
BCMZ022013BG,3/30/15,-145000,,,,, $-   ,145000,145000,-145000,,,
BCMZ022013BG,3/31/15,,,,,,27880, $-   ,27880, $-   ,897911,,
BCMZ022013BG,4/23/15,-70000,,,,, $-   ,70000,70000,-70000,,,
BCMZ022013BG,6/25/15,-65000,,,,, $-   ,65000,65000,-65000,,,
BCMZ022013BG,6/30/15,,,,,,21489, $-   ,21489, $-   ,1054400,,
BCMZ022013BG,7/29/15,47769,,,,, $-   ,-47769,-47769, $-   ,,,
BCMZ022013BG,9/4/15,-35000,,,,, $-   ,35000,35000,-35000,,,
BCMZ022013BG,9/30/15,,,,,,-7451, $-   ,-7451, $-   ,1034180,,
BCMZ022013BG,10/15/15,34812,,,,, $-   ,-34812,-34812, $-   ,,,
BCMZ022013BG,10/30/15,-25000,,,,, $-   ,25000,25000,-25000,,,
BCMZ022013BG,12/3/15,-55000,,,,, $-   ,55000,55000,-55000,,,
BCMZ022013BG,12/17/15,-45000,,,,, $-   ,45000,45000,-45000,,,
BCMZ022013BG,12/31/15,,,,,,13990, $-   ,13990, $-   ,1138358,,
BCMZ022013BG,1/27/16,-50000,,,,, $-   ,50000,50000,-50000,,,
BCMZ022013BG,1/29/16,65093,,,,, $-   ,-65093,-65093, $-   ,,,
BCMZ022013BG,3/31/16,,,,,,-13525, $-   ,-13525, $-   ,1109740,,
BCMZ022013BG,6/30/16,-60000,,,,, $-   ,60000,60000,-60000,,,
BCMZ022013BG,6/30/16,,,,,,108646, $-   ,108646, $-   ,1218386,,
BCMZ022013BG,8/15/16,-115000,,,,, $-   ,115000,115000,-115000,,,
BCMZ022013BG,8/15/16,44047,,,,, $-   ,-44047,-44047, $-   ,,,
BCMZ022013BG,9/30/16,,,,,,-29811, $-   ,-29811, $-   ,1319527,,
BCMZ022013BG,10/7/16,125113,,,,, $-   ,-125113,-125113, $-   ,,,
BCMZ022013BG,11/17/16,-70000,,,,, $-   ,70000,70000,-70000,,,
BCMZ022013BG,12/7/16,-60000,,,,, $-   ,60000,60000,-60000,,,
BCMZ022013BG,12/31/16,,,,,,23150, $-   ,23150, $-   ,1347565,,
BCMZ022013BG,1/23/17,24018,,,,, $-   ,-24018,-24018, $-   ,,,
BCMZ022013BG,2/22/17,-100000,,,,, $-   ,100000,100000,-100000,,,
BCMZ022013BG,3/31/17,-70000,,,,, $-   ,70000,70000,-70000,,,
BCMZ022013BG,3/31/17,,,,,,96171, $-   ,96171, $-   ,1519718,,
BCMZ022013BG,5/16/17,-120000,,,,, $-   ,120000,120000,-120000,,,
BCMZ022013BG,6/30/17,,,,,,-38886, $-   ,-38886, $-   ,1670832,,
BCMZ022013BG,8/14/17,51843,,,,, $-   ,-51843,-51843, $-   ,,,
BCMZ022013BG,9/30/17,,,,,,27468, $-   ,27468, $-   ,1646457,,
BCMZ022013MI,11/1/13,,,,,,,,,2000000,,,
BCMZ022013MI,11/26/13,-40000,,,,, $-   ,40000,40000,-40000,,,
BCMZ022013MI,12/20/13,-60000,,,,, $-   ,60000,60000,-60000,,,
BCMZ022013MI,12/31/13,,,,,,-767, $-   ,-767, $-   ,99233,,
BCMZ022013MI,1/3/14,-80000,,,,, $-   ,80000,80000,-80000,,,
BCMZ022013MI,2/4/14,-40000,,,,, $-   ,40000,40000,-40000,,,
BCMZ022013MI,2/27/14,-40000,,,,, $-   ,40000,40000,-40000,,,
BCMZ022013MI,3/31/14,,,,,,5783, $-   ,5783, $-   ,265017,,
BCMZ022013MI,5/20/14,-60000,,,,, $-   ,60000,60000,-60000,,,
BCMZ022013MI,6/30/14,,,,,,8192, $-   ,8192, $-   ,333208,,
BCMZ022013MI,7/15/14,-40000,,,,, $-   ,40000,40000,-40000,,,
BCMZ022013MI,7/24/14,-130000,,,,, $-   ,130000,130000,-130000,,,
BCMZ022013MI,9/24/14,-40000,,,,, $-   ,40000,40000,-40000,,,
BCMZ022013MI,9/30/14,,,,,,9006, $-   ,9006, $-   ,552215,,
BCMZ022013MI,10/3/14,-50000,,,,, $-   ,50000,50000,-50000,,,
BCMZ022013MI,12/29/14,-60000,,,,, $-   ,60000,60000,-60000,,,
BCMZ022013MI,12/31/14,,,,,,9239, $-   ,9239, $-   ,671454,,
BCMZ022013MI,1/16/15,26423,,,,, $-   ,-26423,-26423, $-   ,,,
BCMZ022013MI,2/5/15,-80000,,,,, $-   ,80000,80000,-80000,,,
BCMZ022013MI,3/30/15,-145000,,,,, $-   ,145000,145000,-145000,,,
BCMZ022013MI,3/31/15,,,,,,27880, $-   ,27880, $-   ,897911,,
BCMZ022013MI,4/23/15,-70000,,,,, $-   ,70000,70000,-70000,,,
BCMZ022013MI,6/25/15,-65000,,,,, $-   ,65000,65000,-65000,,,
BCMZ022013MI,6/30/15,,,,,,21489, $-   ,21489, $-   ,1054400,,
BCMZ022013MI,7/29/15,47769,,,,, $-   ,-47769,-47769, $-   ,,,
BCMZ022013MI,9/4/15,-35000,,,,, $-   ,35000,35000,-35000,,,
BCMZ022013MI,9/30/15,,,,,,-7451, $-   ,-7451, $-   ,1034180,,
BCMZ022013MI,10/15/15,34812,,,,, $-   ,-34812,-34812, $-   ,,,
BCMZ022013MI,10/30/15,-25000,,,,, $-   ,25000,25000,-25000,,,
BCMZ022013MI,12/3/15,-55000,,,,, $-   ,55000,55000,-55000,,,
BCMZ022013MI,12/17/15,-45000,,,,, $-   ,45000,45000,-45000,,,
BCMZ022013MI,12/31/15,,,,,,13990, $-   ,13990, $-   ,1138358,,
BCMZ022013MI,1/27/16,-50000,,,,, $-   ,50000,50000,-50000,,,
BCMZ022013MI,1/29/16,65093,,,,, $-   ,-65093,-65093, $-   ,,,
BCMZ022013MI,3/31/16,,,,,,-13525, $-   ,-13525, $-   ,1109740,,
BCMZ022013MI,6/30/16,-60000,,,,, $-   ,60000,60000,-60000,,,
BCMZ022013MI,6/30/16,,,,,,108646, $-   ,108646, $-   ,1218386,,
BCMZ022013MI,8/15/16,-115000,,,,, $-   ,115000,115000,-115000,,,
BCMZ022013MI,8/15/16,44047,,,,, $-   ,-44047,-44047, $-   ,,,
BCMZ022013MI,9/30/16,,,,,,-29811, $-   ,-29811, $-   ,1319527,,
BCMZ022013MI,10/7/16,125113,,,,, $-   ,-125113,-125113, $-   ,,,
BCMZ022013MI,11/17/16,-70000,,,,, $-   ,70000,70000,-70000,,,
BCMZ022013MI,12/7/16,-60000,,,,, $-   ,60000,60000,-60000,,,
BCMZ022013MI,12/31/16,,,,,,23150, $-   ,23150, $-   ,1347565,,
BCMZ022013MI,1/23/17,24018,,,,, $-   ,-24018,-24018, $-   ,,,
BCMZ022013MI,2/22/17,-100000,,,,, $-   ,100000,100000,-100000,,,
BCMZ022013MI,3/31/17,-70000,,,,, $-   ,70000,70000,-70000,,,
BCMZ022013MI,3/31/17,,,,,,96171, $-   ,96171, $-   ,1519718,,
BCMZ022013MI,5/16/17,-120000,,,,, $-   ,120000,120000,-120000,,,
BCMZ022013MI,6/30/17,,,,,,-38886, $-   ,-38886, $-   ,1670832,,
BCMZ022013MI,8/14/17,51843,,,,, $-   ,-51843,-51843, $-   ,,,
BCMZ022013MI,9/30/17,,,,,,27468, $-   ,27468, $-   ,1646457,,
HEPE032013AF,9/1/13,,,,,,,,,2500000,,,
HEPE032013AF,9/9/14,-340750,,,,, $-   ,340750,340750,-340750,  ,,Contribution
HEPE032013AF,9/9/14,-13415,,,,, $-   ,13415,13415,-13415,  ,Interest True-Up,Contribution
HEPE032013AF,9/30/14,,,,,,492640, $-   ,492640, $-   ,846805,,NAV
HEPE032013AF,12/23/14,-31106,,,,, $-   ,31106,31106,-31106,  ,,Contribution
HEPE032013AF,12/31/14,,,,,,-130994, $-   ,-130994, $-   ,746917,,NAV
HEPE032013AF,3/31/15,,,,,,-63449, $-   ,-63449, $-   ,683468,,NAV
HEPE032013AF,6/30/15,,,,,,-9392, $-   ,-9392, $-   ,674076,,NAV
HEPE032013AF,7/22/15,47532,,,,, $-   ,-47532,-47532, $-   ,  ,,Distribution
HEPE032013AF,9/23/15,-248254,,,,, $-   ,248254,248254,-248254,  ,,Contribution
HEPE032013AF,9/30/15,,,,,,-151518, $-   ,-151518, $-   ,723280,,NAV
HEPE032013AF,12/31/15,,,,,,-57166, $-   ,-57166, $-   ,666114,,NAV
HEPE032013AF,3/21/16,-58220,,,,, $-   ,58220,58220,-58220,  ,,Contribution
HEPE032013AF,3/31/16,,,,,,108582, $-   ,108582, $-   ,832916,,NAV
HEPE032013AF,6/20/16,-103633,,,,, $-   ,103633,103633,-103633,  ,,Contribution
HEPE032013AF,6/30/16,,,,,,11954, $-   ,11954, $-   ,948503,,NAV
HEPE032013AF,9/30/16,320115,,,,, $-   ,-320115,-320115, $-   ,  ,,Distribution
HEPE032013AF,9/30/16,,,,,,138763, $-   ,138763, $-   ,1087266,,NAV
HEPE032013AF,10/11/16,-571348,,,,, $-   ,571348,571348,-571348,  ,,Contribution
HEPE032013AF,12/2/16,170251,,170251,170251,, $-   ,-170251,-170251,170251,  ,,Contribution
HEPE032013AF,12/14/16,,,,,, $-   , $-   , $-   , $-   ,  ,,Tax Distribution
HEPE032013AF,12/31/16,,,,,,-62980, $-   ,-62980, $-   ,1105267,,NAV
HEPE032013AF,3/14/17,-106813,,,,, $-   ,106813,106813,-106813,  ,,Contribution
HEPE032013AF,3/30/17,-493225,,,,, $-   ,493225,493225,-493225,  ,,Contribution
HEPE032013AF,3/31/17,,,,,,842466, $-   ,842466, $-   ,2547772,,NAV
HEPE032013AF,6/30/17,-231507,,,,, $-   ,231507,231507,-231507,  ,,Contribution
HEPE032013AF,6/30/17,,,,,,796581, $-   ,796581, $-   ,3344353,,NAV
HEPE032013AF,7/14/17,3175,,,,, $-   ,-3175,-3175, $-   ,  ,,Distribution
HEPE032013AF,9/30/17,,,,,,-1214821, $-   ,-1214821, $-   ,2357864,,NAV
HEPE032013AF,12/29/17,214471,,,,, $-   ,-214471,-214471, $-   ,  ,,Distribution
HEPE032013AF,12/29/17,-31903,,,,, $-   ,31903,31903,-31903,  ,,Contribution
HEPE032013AF,12/31/17,,,,,,293262, $-   ,293262, $-   ,2468558,,NAV
HEPE032013AF,3/13/18,-165873,,,,, $-   ,165873,165873,-165873,,,Contribution
HEPE032013M2,9/1/14,,,,,,,,,5000000,,,
HEPE032013M2,9/9/14,-681500,,,,, $-   ,681500,681500,-681500,,,Contribution
HEPE032013M2,9/9/14,-26831,,,,, $-   ,26831,26831,-26831,,,Contribution
HEPE032013M2,9/30/14,,,,,,985279, $-   ,985279, $-   ,1693610,,NAV
HEPE032013M2,12/23/14,-62211,,,,, $-   ,62211,62211,-62211,,,Contribution
HEPE032013M2,12/31/14,,,,,,-261988, $-   ,-261988, $-   ,1493833,,NAV
HEPE032013M2,3/31/15,,,,,,-126897, $-   ,-126897, $-   ,1366936,,NAV
HEPE032013M2,6/30/15,,,,,,-18785, $-   ,-18785, $-   ,1348151,,NAV
HEPE032013M2,7/22/15,95064,,,,, $-   ,-95064,-95064, $-   ,,,Distribution
HEPE032013M2,9/23/15,-496508,,,,, $-   ,496508,496508,-496508,,,Contribution
HEPE032013M2,9/30/15,,,,,,-303036, $-   ,-303036, $-   ,1446559,,NAV
HEPE032013M2,12/31/15,,,,,,-114331, $-   ,-114331, $-   ,1332228,,NAV
HEPE032013M2,3/21/16,-116439,,,,, $-   ,116439,116439,-116439,,,Contribution
HEPE032013M2,3/31/16,,,,,,217164, $-   ,217164, $-   ,1665832,,NAV
HEPE032013M2,6/20/16,-207266,,,,, $-   ,207266,207266,-207266,,,Contribution
HEPE032013M2,6/30/16,,,,,,23908, $-   ,23908, $-   ,1897006,,NAV
HEPE032013M2,9/30/16,640231,,,,, $-   ,-640231,-640231, $-   ,,,Distribution
HEPE032013M2,9/30/16,,,,,,277526, $-   ,277526, $-   ,2174532,,NAV
HEPE032013M2,10/11/16,-1142697,,,,, $-   ,1142697,1142697,-1142697,,,Contribution
HEPE032013M2,12/2/16,340503,,340503,340503,, $-   ,-340503,-340503,340503,,,Contribution
HEPE032013M2,12/14/16,,,,,, $-   , $-   , $-   , $-   ,,,Tax Distribution
HEPE032013M2,12/31/16,,,,,,-125961, $-   ,-125961, $-   ,2210535,,NAV
HEPE032013M2,3/14/17,-213626,,,,, $-   ,213626,213626,-213626,,,Contribution
HEPE032013M2,3/30/17,-986451,,,,, $-   ,986451,986451,-986451,,,Contribution
HEPE032013M2,3/31/17,,,,,,1684931, $-   ,1684931, $-   ,5095543,,NAV
HEPE032013M2,6/30/17,-463013,,,,, $-   ,463013,463013,-463013,,,Contribution
HEPE032013M2,6/30/17,,,,,,1593163, $-   ,1593163, $-   ,6688706,,NAV
HEPE032013M2,7/14/17,6350,,,,, $-   ,-6350,-6350, $-   ,,,Distribution
HEPE032013M2,9/30/17,,,,,,-2429642, $-   ,-2429642, $-   ,4715727,,NAV
HEPE032013M2,12/29/17,428942,,,,, $-   ,-428942,-428942, $-   ,,,Distribution
HEPE032013M2,12/29/17,-63806,,,,, $-   ,63806,63806,-63806,,,Contribution
HEPE032013M2,12/31/17,,,,,,586525, $-   ,586525, $-   ,4937116,,NAV
HEPE032013M2,3/13/18,-331746,,,,, $-   ,331746,331746,-331746,,,Contribution
HEPE032013M2,3/31/18,,,,,,-10702, $-   ,-10702, $-   ,5258160,,NAV
PCRE032015GB,8/1/16,,,,,,,,,4000000,,,GBMC Committed Capital
PCRE032015GB,8/15/16,-1214860,,,,, $-   ,1214860,1214860,-1214860,,,True Up Capital Call
PCRE032015GB,8/15/16,-79137,-79137,,,, $-   , $-   , $-   ,-79137,,,True Up Interest Due
PCRE032015GB,8/15/16,18598,,,,, $-   ,-18598,-18598, $-   ,,,Distribution
PCRE032015GB,12/15/16,-280000,,,,, $-   ,280000,280000,-280000,,,
PCRE032015GB,12/28/16,88000,,,,, $-   ,-88000,-88000, $-   ,,,Distribution
PCRE032015GB,12/31/16,,,,,,189939, $-   ,189939, $-   ,1578201,,NAV
PCRE032015GB,3/14/17,-72000,,,,, $-   ,72000,72000,-72000,,,
PCRE032015GB,3/31/17,,,,,,-1125, $-   ,-1125, $-   ,1649076,,NAV
PCRE032015GB,4/28/17,-72000,,,,, $-   ,72000,72000,-72000,,,
PCRE032015GB,6/30/17,,,,,,23068, $-   ,23068, $-   ,1744144,,NAV
PCRE032015GB,7/17/17,-84000,,,,, $-   ,84000,84000,-84000,,,
PCRE032015GB,8/15/17,-116000,,,,, $-   ,116000,116000,-116000,,,
PCRE032015GB,9/30/17,,,,,,20421, $-   ,20421, $-   ,1964565,,NAV
PCRE032015GB,10/26/17,-124000,,,,, $-   ,124000,124000,-124000,,,
PCRE032015GB,11/16/17,-88000,,,,, $-   ,88000,88000,-88000,,,
PCRE032015GB,12/22/17,-180000,,,,, $-   ,180000,180000,-180000,,,
PCRE032015GB,12/31/17,,,,,,30992, $-   ,30992, $-   ,2387557,,NAV
PCRE032015GB,2/8/18,-168000,,,,, $-   ,168000,168000,-168000,,,
PCRE032015GB,3/23/18,-116000,,,,, $-   ,116000,116000,-116000,,,
PCRE032015GB,4/18/18,-200000,,,,, $-   ,200000,200000,-200000,,,
BSMZ022015GB,8/1/15,,,,,,,,,5000000,,,
BSMZ022015GB,8/20/15,-781278,,,,, $-   ,781278,781278,-781278,,,
BSMZ022015GB,9/11/15,-68388,,,,, $-   ,68388,68388,-68388,,,
BSMZ022015GB,9/30/15,,,,,,-68708, $-   ,-68708, $-   ,780957,,NAV
BSMZ022015GB,11/6/15,-164222,,,,, $-   ,164222,164222,-164222,,,
BSMZ022015GB,11/6/15,1446,,,,, $-   ,-1446,-1446, $-   ,,,Distribution
BSMZ022015GB,11/16/15,-33391,,,,, $-   ,33391,33391,-33391,,,
BSMZ022015GB,11/19/15,-100257,,,,, $-   ,100257,100257,-100257,,,
BSMZ022015GB,12/3/15,2761,,,,, $-   ,-2761,-2761, $-   ,,,Distribution
BSMZ022015GB,12/11/15,-216098,,,,, $-   ,216098,216098,-216098,,,
BSMZ022015GB,12/24/15,-146038,,,,, $-   ,146038,146038,-146038,,,
BSMZ022015GB,12/30/15,11682,,,,, $-   ,-11682,-11682, $-   ,,,Distribution
BSMZ022015GB,12/31/15,,,,,,42065, $-   ,42065, $-   ,1467138,,NAV
BSMZ022015GB,2/1/16,-27207,,,,, $-   ,27207,27207,-27207,,,
BSMZ022015GB,2/12/16,-24176,,,,, $-   ,24176,24176,-24176,,,
BSMZ022015GB,3/31/16,16126,,,,, $-   ,-16126,-16126, $-   ,,,Distribution
BSMZ022015GB,3/31/16,,,,,,46220, $-   ,46220, $-   ,1564741,,NAV
BSMZ022015GB,4/21/16,-174014,,,,, $-   ,174014,174014,-174014,,,
BSMZ022015GB,5/16/16,-19486,,,,, $-   ,19486,19486,-19486,,,
BSMZ022015GB,6/2/16,-26926,,,,, $-   ,26926,26926,-26926,,,
BSMZ022015GB,6/7/16,21690,,,,, $-   ,-21690,-21690, $-   ,,,Distribution
BSMZ022015GB,6/24/16,-75501,,,,, $-   ,75501,75501,-75501,,,
BSMZ022015GB,6/29/16,18522,,,,, $-   ,-18522,-18522, $-   ,,,Distribution
BSMZ022015GB,6/30/16,,,,,,53848, $-   ,53848, $-   ,1858178,,NAV
BSMZ022015GB,8/19/16,-91680,,,,, $-   ,91680,91680,-91680,,,
BSMZ022015GB,8/22/16,-21876,,,,, $-   ,21876,21876,-21876,,,
BSMZ022015GB,8/29/16,8845,,,,, $-   ,-8845,-8845, $-   ,,,Distribution
BSMZ022015GB,9/19/16,52980,,,,, $-   ,-52980,-52980, $-   ,,,Distribution
BSMZ022015GB,9/22/16,-38804,,,,, $-   ,38804,38804,-38804,,,
BSMZ022015GB,9/28/16,40718,,,,, $-   ,-40718,-40718, $-   ,,,Distribution
BSMZ022015GB,9/30/16,,,,,,92997, $-   ,92997, $-   ,2000993,,NAV
BSMZ022015GB,10/27/16,66083,,,,, $-   ,-66083,-66083, $-   ,,,Distribution
BSMZ022015GB,11/3/16,-183525,,,,, $-   ,183525,183525,-183525,,,
BSMZ022015GB,11/18/16,-20780,,,,, $-   ,20780,20780,-20780,,,
BSMZ022015GB,11/18/16,12658,,,,, $-   ,-12658,-12658, $-   ,,,Distribution
BSMZ022015GB,12/16/16,-11138,,,,, $-   ,11138,11138,-11138,,,
BSMZ022015GB,12/22/16,31783,,,,, $-   ,-31783,-31783, $-   ,,,Distribution
BSMZ022015GB,12/31/16,,,,,,98188, $-   ,98188, $-   ,2204100,,NAV
BSMZ022015GB,1/30/17,-66723,,,,, $-   ,66723,66723,-66723,,,
BSMZ022015GB,2/16/17,-39634,,,,, $-   ,39634,39634,-39634,,,
BSMZ022015GB,2/21/17,22238,,,,, $-   ,-22238,-22238, $-   ,,,Distribution
BSMZ022015GB,3/6/17,-22707,,,,, $-   ,22707,22707,-22707,,,
BSMZ022015GB,3/31/17,,,,,,58157, $-   ,58157, $-   ,2369083,,NAV
BSMZ022015GB,4/6/17,-126775,,,,, $-   ,126775,126775,-126775,,,
BSMZ022015GB,4/6/17,2669,,,,, $-   ,-2669,-2669, $-   ,,,Distribution
BSMZ022015GB,5/5/17,115338,,,,, $-   ,-115338,-115338, $-   ,,,Distribution
BSMZ022015GB,5/19/17,18309,,,,, $-   ,-18309,-18309, $-   ,,,Distribution
BSMZ022015GB,5/25/17,6666,,,,, $-   ,-6666,-6666, $-   ,,,Distribution
BSMZ022015GB,6/9/17,-21501,,,,, $-   ,21501,21501,-21501,,,
BSMZ022015GB,6/12/17,-43222,,,,, $-   ,43222,43222,-43222,,,
BSMZ022015GB,6/30/17,,,,,,110713, $-   ,110713, $-   ,2528311,,NAV
BSMZ022015GB,7/10/17,-205812,,,,, $-   ,205812,205812,-205812,,,
BSMZ022015GB,8/21/17,-164228,,,,, $-   ,164228,164228,-164228,,,
BSMZ022015GB,9/5/17,79563,,,,, $-   ,-79563,-79563, $-   ,,,Distribution
BSMZ022015GB,9/11/17,-21055,,,,, $-   ,21055,21055,-21055,,,
BSMZ022015GB,9/13/17,4791,,,,, $-   ,-4791,-4791, $-   ,,,Distribution
BSMZ022015GB,9/30/17,,,,,,48659, $-   ,48659, $-   ,2883711,,NAV
BSMZ022015GB,10/6/17,-92961,,,,, $-   ,92961,92961,-92961,,,
BSMZ022015GB,11/13/17,-22334,,,,, $-   ,22334,22334,-22334,,,
BSMZ022015GB,11/20/17,115457,,,,, $-   ,-115457,-115457, $-   ,,,Distribution
BSMZ022015GB,12/11/17,31902,,,,, $-   ,-31902,-31902, $-   ,,,Distribution
BSMZ022015GB,12/18/17,-119364,,,,, $-   ,119364,119364,-119364,,,
BSMZ022015GB,12/28/17,-335283,,,,, $-   ,335283,335283,-335283,,,
BSMZ022015GB,12/28/17,149018,,,,, $-   ,-149018,-149018, $-   ,,,Distribution
BSMZ022015GB,12/31/17,,,,,,92943, $-   ,92943, $-   ,3250219,,NAV
BSMZ022015GB,1/19/18,10127,,,,, $-   ,-10127,-10127, $-   ,,,Distribution
BSMZ022015GB,1/30/18,-19989,,,,, $-   ,19989,19989,-19989,,,
BSMZ022015GB,4/18/18,16224,,,,, $-   ,-16224,-16224, $-   ,,,Distribution
BEEN032017GB,2/1/17,,,,,,,,,3000000,,,
BEEN032017GB,2/28/17,-551484,,,,, $-   ,551484,551484,-551484,,,Contribution
BEEN032017GB,2/28/17,-26266,-26266,,,, $-   , $-   , $-   ,-26266,,,Contribution
BEEN032017GB,3/3/17,-789048,,,,, $-   ,789048,789048,-789048,,,Contribution
BEEN032017GB,3/3/17,-15000,-15000,,,, $-   , $-   , $-   ,-15000,,,Contribution
BEEN032017GB,3/3/17,80256,,80256,80256,, $-   ,-80256,-80256,80256,,,Contribution
BEEN032017GB,3/3/17,402,,,,, $-   ,-402,-402, $-   ,,,Distribution
BEEN032017GB,3/31/17,,,,,,73705, $-   ,73705, $-   ,1333579,,NAV
BEEN032017GB,5/17/17,-272532,,,,, $-   ,272532,272532,-272532,,,Contribution
BEEN032017GB,5/17/17,141396,,141396,141396,, $-   ,-141396,-141396,141396,,,Contribution
